"reference_date","reference_date_utc_offset","delivery_begin","delivery_begin_utc_offset","delta_base","delta_co2","delta_fuel","delta_marginal_cost","delta_peak","eh10_bucket","eoh","full_eur_per_mwh","full_mio_eur","gamma_co2","gamma_fuel","gamma_marginal_cost","gamma_power","hours","number_of_starts","pmax","running_hours","season","spread_eur_per_mwh","static_eur_per_mwh","static_mio_eur","term_flex_eur_per_mwh","term_flex_mio_eur"
"2021-01-08 00:00:00","1","2021-02-01 00:00:00","1","289.59485291327695","-79365.54638547219","-645.2250423939886","-332.9587045774959","180.7246310255175","2.0","1807.475089964675","6.980836202883312","2.308031988742092","4474.727569243364","36.37858512992107","18.77262316769236","15.537141177942777","672.0","60.92934065295845","492.0","588.8882769055058","1.0","5.086551193155401","5.795937044929538","1.9162758895427834","1.1848991579537742","0.39175609919930854"
"2021-01-08 00:00:00","1","2021-03-01 00:00:00","1","262.1769445048331","-72357.47790301348","-532.0385293395957","-274.8181982259538","124.70478932874303","3.0","2295.0832941173776","5.390168326323782","1.9263545269665723","5166.875869395093","37.991609416208284","19.624115682799122","17.731018497690116","743.0","87.9080511609764","481.0","536.9222708978496","1.0","2.5828839288572354","2.9681019877590833","1.0607491926913044","2.422066338564699","0.8656053342752679"
"2021-01-08 00:00:00","1","2021-04-01 00:00:00","2","244.27401743350663","-64175.58897346992","-486.9516526389034","-251.5291062989082","120.32952338669587","4.0","1981.6308078804298","4.3796485488298815","1.5167598854307647","5448.327764781122","41.340831484622065","21.354116657432627","20.173698544936464","720.0","75.93631448570748","481.0","462.90451816628","1.0","1.3277338262589211","1.5591893633939564","0.539978460330595","2.820459185435925","0.9767814251001696"
"2021-01-08 00:00:00","1","2021-05-01 00:00:00","2","257.0136163015592","-68688.59907403942","-504.3827216343128","-260.5329184484096","125.76139688791154","5.0","2201.0895675096745","4.873885496551061","1.744188159337749","5585.936417235359","41.017721295559745","21.1872179177929","19.513321725285067","744.0","85.29265581303437","481.0","495.2364512489873","1.0","1.8792870075466155","2.024887863910689","0.7246344705305348","2.8489976326403723","1.0195536888072143"
"2021-01-08 00:00:00","1","2021-06-01 00:00:00","2","238.46086251526052","-62015.908684205984","-470.56442654794387","-241.23569059886066","118.13872720603344","6.0","2401.7647208438802","4.787120334099982","1.592387707935018","4992.077373177337","37.87889391985027","19.41868237025575","18.08484975705707","720.0","96.94722345843238","462.0","462.82025167523244","1.0","1.6129241893237989","1.7937156676647485","0.596661579692002","2.9934046664352336","0.995726128243016"
"2021-01-08 00:00:00","1","2021-07-01 00:00:00","2","224.67819443694643","-59144.04095807356","-434.2967064261906","-222.642979343145","116.89093323832776","7.0","2539.471206484969","4.502111907213234","1.5475019216425903","4557.057678141587","33.46262968426597","17.15467665151984","16.616010630244","744.0","104.0689284933614","462.0","458.0926366177411","1.0","0.7139419305582706","1.2126038936791292","0.4168059111665397","3.289508013534104","1.1306960104760506"
"2021-01-08 00:00:00","1","2021-08-01 00:00:00","2","211.11016531981636","-54335.428482381794","-398.98690129885347","-204.54134491384437","114.84766363628374","8.0","2946.8359465683006","4.380183275167186","1.5055916368066662","4067.272918537016","29.86612351883846","15.310921366139022","15.481795243348309","744.0","125.85565107949304","462.0","429.72292497843955","1.0","-0.24714527244488949","0.8155807001695884","0.2803379229078923","3.5646025749975974","1.2252537138987738"
"2021-01-08 00:00:00","1","2021-09-01 00:00:00","2","313.9149688627908","-77767.17788867211","-590.0819361331827","-304.17225285612534","99.51974808388621","9.0","4552.976862778116","9.01219110459578","3.088658135367066","3749.1887137229282","28.44810105221215","14.664273648561666","11.247557213879647","720.0","199.66152029889432","476.0","559.7464568002292","1.0","6.364932845693708","6.171898587497799","2.115233083907246","2.840292517097981","0.9734250514598202"
"2021-01-08 00:00:00","1","2021-10-01 00:00:00","2","219.00830311209796","-57786.84869398871","-423.7612258826658","-218.4381504617211","144.7010026688631","10.0","3311.509166744539","5.508135368661621","1.953294964434784","3723.1233378064026","27.302324757247504","14.073655065670696","13.907862613792393","745.0","141.72787458825036","476.0","476.95167497953145","1.0","0.27273262747841187","2.285533868849785","0.8104960205715107","3.2226014998118355","1.1427989438632733"
"2021-01-08 00:00:00","1","2021-11-01 00:00:00","1","292.32655041880787","-75094.72388310535","-569.803884689819","-293.71943230127243","129.56329643207465","11.0","4780.742190024767","10.034786838567197","3.4391221453137497","3142.0127752639787","23.840970344032907","12.28941476728043","9.441042100430757","720.0","210.22047314582784","476.0","576.3327271082104","1.0","6.681489091697252","7.096223886874937","2.4320178505097787","2.9385629516922593","1.007104294803971"
